parish,census_tract,cancer_cases,annual_population,meidan_age,percent_black,percent_poverty,percent_manufacturing,percent_construction,percent_smokers,percent_obese,state,point_cancer_risk,nonpoint_cancer_risk,relative_point_cancer_risk,relative_nonpoint_cancer_risk
Beauregard,22011960400,191,3332,41.4,0.37363636363636366,0.03393939393939394,0.028181818181818183,0.01818181818181818,25.1,30.8,LA,3.13284545e-7,3.616928633e-6,-0.42770661077513117,-0.32926845888854406
Beauregard,22011960500,313,5291,35.8,0.22336487042369396,0.042575071986836695,0.02509255450431921,0.045454545454545456,25.1,30.8,LA,3.02098586e-7,3.319792494e-6,-0.43205240946883666,-0.3898875115515618
Beauregard,22011960600,216,3339,37.5,0.0933248971844353,0.03037013603290098,0.061372983233154065,0.037962670041126224,25.1,30.8,LA,5.18726145e-7,8.16765098e-7,-0.34789156434837754,-0.9005327331181655
Bienville,22013970100,245,3575,41.1,0.6953734671125975,0.08110367892976589,0.08472686733556299,0.007246376811594203,26,36.4,LA,2.48144787e-7,1.508697953e-6,-0.453013719019019,-0.7593707919363248
Bienville,22013970300,248,3226,43.1,0.41500474833808165,0.14941437163659385,0.00949667616334283,0.06109528331750554,26,36.4,LA,1.33781048e-7,9.30297653e-7,-0.4974445798467293,-0.8773708385277805
Bienville,22013970400,142,2550,34.8,0.0857469512195122,0.1253810975609756,0.040777439024390245,0.011814024390243903,26,36.4,LA,8.3817806e-8,5.22759279e-7,-0.5168555388728522,-0.9605131659432506
Bienville,22013970500,226,2786,47.7,0.34492999575731864,0.0067882901994060245,0.06279168434450573,0.03691132795927026,26,36.4,LA,1.10009229e-7,7.22986583e-7,-0.5066800454833549,-0.9196645854689984
Bossier,22015010500,236,4988,40.2,0.3748810656517602,0.08206470028544244,0.0356803044719315,0.02759276879162702,27,29.2,LA,1.044399823e-6,6.712767728e-6,-0.1436648205199983,0.30231689376367626
Bossier,22015010601,308,7339,32.5,0.42372338722586844,0.10773171122138626,0.0200096046102129,0.03425644309268449,27,29.2,LA,7.2056739e-7,4.898775262e-6,-0.2694752730981694,-0.06775759531343806
Bossier,22015010602,162,3038,30.9,0.42432167374959134,0.16508662961752207,0.007518796992481203,0.07616868257600523,27,29.2,LA,1.040112934e-6,6.526690178e-6,-0.14533029744658643,0.2643550193150912
Bossier,22015010701,198,4378,48.3,0.4421340054610376,0.033816425120772944,0.007561436672967864,0.018273471959672338,27,29.2,LA,8.62714496e-7,5.498612433e-6,-0.2142504410056493,0.05461580961959357
Bossier,22015010702,204,4283,34.4,0.36333074734936643,0.0804241013705715,0.021463666925265062,0.05352986811481769,27,29.2,LA,7.42116965e-7,3.997574994e-6,-0.2611031599083295,-0.2516123990060231
Bossier,22015010801,131,3468,31.8,0.4145941514074884,0.17463787920196774,0.03279584585952446,0.06914457502049741,27,29.2,LA,9.32855375e-7,4.702752983e-6,-0.18700037327935476,-0.107748304265289
Caddo,22017020500,133,2908,31.4,0.9417954620190727,0.1394278197961197,0.009536336731338375,0.02663597500822098,21.6,31.2,LA,6.607983955e-6,1.1980450101e-5,2.0178142849519696,1.3769822517224979
Caddo,22017021100,172,2996,50.3,0.5611990008326395,0.10116569525395504,0.011240632805995004,0.00749375520399667,21.6,31.2,LA,1.545936272e-6,9.517520095e-6,0.05118449413508694,0.8745173403808297
Caddo,22017021200,178,4420,38.6,0.5407383831954169,0.06906429026098027,0.001273074474856779,0.0426479949077021,21.6,31.2,LA,1.722423351e-6,9.11091338e-6,0.11975057035386218,0.791565081686637
Caddo,22017021300,147,2560,34.2,0.6597195907540735,0.10231148162182645,0.021220159151193633,0.026904130352406214,21.6,31.2,LA,1.295199329e-6,7.905605631e-6,-0.04622801017975138,0.5456689946012007
Caddo,22017021400,128,2091,35.2,0.4380234505862647,0.05862646566164154,0.02135678391959799,0.04815745393634841,21.6,31.2,LA,1.033350786e-6,9.714494069e-6,-0.14795742436033993,0.9147022056191504
Caddo,22017021500,105,2313,37.5,0.22844272844272845,0.04247104247104247,0.029601029601029602,0,21.6,31.2,LA,1.837271607e-6,8.757362202e-6,0.1643696683587049,0.7194367382600101
Caddo,22017021600,186,3793,34.4,0.0994136460554371,0.006663113006396588,0.012260127931769723,0.04291044776119403,21.6,31.2,LA,2.341979207e-6,1.1862183963e-5,0.3604509903788576,1.3528546539425665
Caddo,22017022200,282,5301,46.5,0.8163120567375887,0.07765957446808511,0.02695035460992908,0.012056737588652482,21.6,31.2,LA,1.826817094e-6,1.0113862678e-5,0.16030803994233694,0.9961778107825032
Caddo,22017022300,167,2943,42.5,0.9563684442485677,0.13221683561040107,0.003966505068312032,0,21.6,31.2,LA,2.66470436e-6,1.2260131161e-5,0.4858312593690532,1.4340402755699055
Caddo,22017022400,154,3849,29.7,0.8127477889600488,0.13113754193351632,0.025617566331198535,0.020128087831655993,21.6,31.2,LA,2.344499729e-6,9.285279333e-6,0.36143022525850055,0.827137661054185
Caddo,22017022500,256,4854,37.2,0.8753806512063715,0.08667135160459125,0.018739751698289998,0.026469899273834623,21.6,31.2,LA,2.945657354e-6,8.784396211e-6,0.5949828443442747,0.7249519745445585
Caddo,22017022600,166,3059,39.1,0.08716265499635302,0,0.005835156819839533,0.02261123267687819,21.6,31.2,LA,3.323143249e-6,1.1014833071e-5,0.7416379241084006,1.179985717437327
Caddo,22017022700,126,2280,35,0.01635620172648796,0.029986369831894594,0.03498409813721036,0.046342571558382555,21.6,31.2,LA,2.250491474e-6,1.0891141296e-5,0.32490756754300826,1.1547512298117506
Calcasieu,22019000100,142,2164,41.1,0.4738219895287958,0.038394415357766144,0.0462478184991274,0.004799301919720768,24,33.7,LA,1.718729859e-6,8.741984511e-6,0.11831563100634522,0.7162995195302323
Calcasieu,22019000500,161,3250,39.7,0.1165304508304772,0.005272871078302136,0.0935934616398629,0.036910097548114945,24,33.7,LA,1.918107181e-6,5.340186488e-6,0.19577467635972942,0.02229516785765923
Calcasieu,22019000700,278,4934,36.4,0.4388412017167382,0.03969957081545064,0.0407725321888412,0.049892703862660946,24,33.7,LA,2.900001074e-6,5.691192291e-6,0.5772451607014639,0.09390422668399677
Calcasieu,22019000800,144,3404,36.6,0.5276073619631901,0.06999442275515895,0.03374233128834356,0.03792526491912995,24,33.7,LA,1.77276742e-6,7.306468424e-6,0.13930948249505798,0.4234383900515925
Calcasieu,22019000900,249,4141,39.6,0.7362840018441679,0.018441678192715538,0.017980636237897647,0.0500230520977409,24,33.7,LA,1.293099709e-6,5.856281991e-6,-0.04704372261471357,0.12758434803208288
Calcasieu,22019001000,267,3833,41.4,0.08386528725511776,0,0.015848558221439577,0.03808056350429232,24,33.7,LA,2.35894312e-6,4.110411061e-6,0.36704155189937937,-0.22859259565668777
Calcasieu,22019001100,156,4367,26.4,0.3954762325499205,0.052659480473581904,0.01714083760381693,0.04629793249690758,24,33.7,LA,1.81660002e-6,4.759296689e-6,0.15633865771568187,-0.09621276401322915
Calcasieu,22019001201,229,4869,33.3,0.6314622078143661,0.13734857532844225,0.04760279815731104,0.038730592049138375,24,33.7,LA,1.497520462e-6,3.091479731e-6,0.03237471985889904,-0.4364658357181018
Calcasieu,22019001202,111,3136,33.9,0.8533117932148627,0.11502423263327949,0.01680129240710824,0.041033925686591276,24,33.7,LA,1.184592258e-6,2.676918547e-6,-0.08919938748109753,-0.521040893903599
Calcasieu,22019001600,250,5485,41.6,0.7393263248229993,0.05835657584209397,0.021669169706071658,0.021240077236644495,24,33.7,LA,8.53056388e-7,3.701678199e-6,-0.21800266226178536,-0.31197861181099995
Calcasieu,22019001700,475,8917,37.2,0.3544376749547176,0.06553597892310226,0.018030627367034414,0.07772106043141776,24,33.7,LA,1.458200953e-6,1.896383469e-6,0.017098902126209303,-0.680278666723332
Calcasieu,22019001901,229,3231,40.6,0.021003758567322575,0.0024320141499005084,0.038912226398408134,0.04001768737563564,24,33.7,LA,3.812289657e-6,3.179124591e-6,0.9316736484407645,-0.418585316701252
Claiborne,22027950100,262,3298,52.1,0.447831184056272,0.007033997655334115,0.04611176240719031,0.07893708479874952,24.6,32.7,LA,2.86974045e-7,5.57586639e-7,-0.4379283661499487,-0.9534080000180991
Claiborne,22027950300,188,2407,43.1,0.677979797979798,0.16080808080808082,0.02383838383838384,0.01696969696969697,24.6,32.7,LA,1.577794e-7,1.913474378e-6,-0.4881211050536709,-0.6767919326080657
Claiborne,22027950400,205,3414,31.9,0.7711056163899682,0.13352172377251856,0.04344754503708937,0.014835747085835394,24.6,32.7,LA,7.8981445e-8,3.014425952e-6,-0.5187344883054479,-0.4521856572881247
Claiborne,22027950500,151,2682,40.4,0.28840579710144926,0.08007246376811594,0.042391304347826085,0.025,24.6,32.7,LA,1.03938891e-7,5.42910697e-7,-0.5090384008957742,-0.9564020542047472
De Soto,22031950200,297,4403,34.1,0.2441534144059869,0.09284377923292797,0.023854069223573433,0.04420018709073901,23.7,34.4,LA,4.37190843e-7,8.25506701e-7,-0.3795684200316928,-0.898749349601103
De Soto,22031950300,158,2762,52.1,0.35548475193445606,0.03823395539371871,0.03959945380063723,0.030496131087847066,23.7,34.4,LA,3.27272413e-7,7.47758182e-7,-0.422272257003396,-0.9146109058008779
De Soto,22031950400,169,3189,37.5,0.7032890132960112,0.1630510846745976,0.04793561931420574,0.018894331700489854,23.7,34.4,LA,2.62111124e-7,1.590869735e-6,-0.44758773014399705,-0.742606841252857
De Soto,22031950500,166,2125,42.3,0.7784679089026915,0.10766045548654245,0.017598343685300208,0.011904761904761904,23.7,34.4,LA,2.36964427e-7,1.133215149e-6,-0.4573573424743844,-0.8359734291864964
De Soto,22031950600,209,3005,39.2,0.8777813608513383,0.08029667849080942,0.010319251854240567,0.02708803611738149,23.7,34.4,LA,2.57545339e-7,2.23050043e-6,-0.44936155950353085,-0.612115118113493
De Soto,22031950700,176,2751,50.4,0.14296724470134875,0.022736030828516378,0.01579961464354528,0.03314065510597303,23.7,34.4,LA,1.88036249e-7,3.80808985e-7,-0.4763661741747142,-0.9894725930142096
East Baton Rouge,22033000200,345,6756,32.3,0.9240663257399659,0.2065705873237254,0.014411901441190145,0.028358902835890282,19.7,29.6,LA,3.123103659e-6,3.735399094e-6,0.6639215844622979,-0.3050991769609392
East Baton Rouge,22033000400,159,3074,33.6,0.9118081180811808,0.07490774907749077,0.020664206642066422,0.05129151291512915,19.7,29.6,LA,4.750876216e-6,3.782163889e-6,1.2963190259208461,-0.2955586425095568
East Feliciana,22037951300,190,3234,54.8,0.5048613611811307,0.005041411595246669,0.018365142239827152,0.013683831472812387,25.8,34.5,LA,1.92654106e-7,4.33710271e-7,-0.47457211459356263,-0.9786801466535352
East Feliciana,22037951400,262,3927,54.3,0.5533729645903335,0.0423882140087878,0.018609459808736108,0.02429568363918325,25.8,34.5,LA,2.84722786e-7,1.10828388e-6,-0.4388029910633237,-0.841059683297333
East Feliciana,22037951600,358,4953,35.7,0.25831975797067724,0.01931580172213172,0.03583895741214801,0.0621363742145683,25.8,34.5,LA,2.96986628e-7,8.27111818e-7,-0.4340384296570634,-0.8984218880130215
Evangeline,22039950500,218,3342,27.6,0.7449018853405156,0.18968834166987303,0.030781069642170065,0,26,31.6,LA,1.03856123e-7,3.871478681e-6,-0.5090705566605398,-0.2773374389290847
Evangeline,22039950600,192,3602,39.2,0.7775910364145658,0.16358543417366947,0.03053221288515406,0.02464985994397759,26,31.6,LA,2.04107034e-7,4.10041555e-6,-0.4701225971635861,-0.2306317902485741
Evangeline,22039950700,225,3347,41.1,0.06738623103850641,0.088098016336056,0.040840140023337225,0.029754959159859977,26,31.6,LA,1.03311095e-7,8.47487564e-7,-0.5092823026512441,-0.8942650108859943
Evangeline,22039950800,213,4066,50.3,0.26705756929637525,0.023454157782515993,0.03171641791044776,0.050106609808102345,26,31.6,LA,1.06926819e-7,6.80042113e-7,-0.507877576544524,-0.9284257314449693
Franklin,22041950100,251,3893,41.2,0.12127351664254703,0.02604920405209841,0.04138929088277858,0.015629522431259046,30.8,34.6,LA,7.8792e-9,4.23180667e-7,-0.5463580513312488,-0.9808283021136718
Franklin,22041950200,290,4259,37.6,0.34215017064846415,0.055887372013651876,0.014291808873720136,0.013651877133105802,30.8,34.6,LA,3.698585e-9,3.454489954e-6,-0.5479822402993906,-0.3624077426860361
Franklin,22041950300,280,5281,31.4,0.6408778129068253,0.1952761763064906,0.00502138739073833,0.022503254602938443,30.8,34.6,LA,2.7886e-9,3.583633645e-6,-0.5483357738340917,-0.3360610040087004
Franklin,22041950400,200,2948,50.7,0.12733383121732636,0.05489171023151606,0.012322628827483197,0.026512322628827484,30.8,34.6,LA,8.0718e-10,3.67584038e-7,-0.5491055650024378,-0.9921706282022437
Franklin,22041950600,144,2363,41.8,0.3680649526387009,0.17456021650879566,0.009923319801533603,0.018042399639152006,30.8,34.6,LA,1.592497e-9,7.83304031e-7,-0.5488004655833586,-0.9073591601877915
Grant,22043020100,147,2451,39.4,0.016602809706257982,0.05023414218816517,0.034057045551298425,0.017879948914431672,30.9,32.1,LA,8.7683349e-8,1.699628593e-6,-0.5153537568870732,-0.7204188335508668
Grant,22043020200,206,3178,42,0.11374911410347271,0.01842664776754075,0.03401842664776754,0.05279943302622254,30.9,32.1,LA,5.998022e-8,2.371421297e-6,-0.5261165553042455,-0.5833657055151448
Iberia,22045030500,269,4515,29.7,0.3489037178265014,0.11939942802669208,0.030505243088655862,0.012392755004766444,22.6,33.2,LA,3.11938443e-7,2.211106856e-6,-0.4282295778549492,-0.6160716213095923
Iberia,22045030700,219,3906,36.5,0.1910916224324948,0.03461804754211863,0.02330948534502654,0.036925917378259863,22.6,33.2,LA,3.29478767e-7,3.084587719e-6,-0.4214150778977823,-0.43787188225215246
Iberia,22045030800,143,2272,37,0.9815256257449344,0.14064362336114422,0.010131108462455305,0.0166865315852205,22.6,33.2,LA,2.83381589e-7,2.770515103e-6,-0.4393240525271287,-0.5019461631975468
Iberia,22045030900,173,3484,29.9,0.7042599672310212,0.17777170944838885,0.036865101037684325,0.021572910977607863,22.6,33.2,LA,2.71381217e-7,4.650016158e-6,-0.4439862545753911,-0.11850719876635599
Iberia,22045031000,198,3395,33.6,0.7536299765807962,0.10163934426229508,4.68384074941452e-4,0.03840749414519906,22.6,33.2,LA,2.87207248e-7,3.414345768e-6,-0.43783776566654187,-0.37059759981158746
Iberia,22045031200,237,3560,44.5,0.31858669833729214,0.06027315914489311,0.035629453681710214,0.021377672209026127,22.6,33.2,LA,4.475209e-7,2.41614916e-6,-0.3755551433679304,-0.574240727678971
Iberville,22047952600,155,2915,47.8,0.4316330904414916,0.01928846978139734,0.060437205315045005,0.048435490784397774,21.1,33.4,LA,1.820416276e-6,1.101046699e-6,0.15782129146569343,-0.8425361481179612
Iberville,22047953000,143,2176,31,0.46583394562821456,0.1293166789125643,0.045187362233651725,0.030124908155767818,21.1,33.4,LA,3.52640537e-6,1.464840221e-6,0.8206062324958714,-0.7683182534424747
Iberville,22047953101,421,6097,37.8,0.6023654159869495,0.09767536704730832,0.06688417618270799,0.032830342577487764,21.1,33.4,LA,6.803910807e-6,4.381726575e-6,2.0939328061698137,-0.17324123554676943
Iberville,22047953102,129,2437,36.2,0.8319907940161104,0.04181051016494054,0.06367472190257001,0.02339854238588416,21.1,33.4,LA,6.495986009e-6,5.232584825e-6,1.9743025460456771,3.432407108058449e-4
Jackson,22049970100,199,2836,46.2,0.2676651305683564,0.05414746543778802,0.01574500768049155,0.02803379416282642,27.2,29.8,LA,8.4428711e-8,5.31398163e-7,-0.5166181993518528,-0.9587507382361796
Jackson,22049970200,210,3685,44.2,0.19742930591259641,0.09974293059125965,0.05861182519280206,0.02416452442159383,27.2,29.8,LA,7.2783995e-7,1.176604243e-6,-0.2666498486756505,-0.8271215750059902
Jackson,22049970300,252,4448,39.8,0.15584998877161463,0.0204356613518976,0.0500785986975073,0.011452953065349204,27.2,29.8,LA,2.0329496e-7,8.04690409e-7,-0.4704380918054306,-0.9029961029756453
Jackson,22049970400,193,3448,37.6,0.5809694793536805,0.10305206463195692,0.03052064631956912,0.0118491921005386,27.2,29.8,LA,2.96935544e-7,1.772480318e-6,-0.4340582760359451,-0.7055562773864459
Jefferson,22051020400,255,3180,45.5,0.007901390644753476,0,0.036346396965865994,0.021807838179519597,21.3,30.6,LA,9.48163693e-7,4.858269153e-6,-0.18105301835276977,-0.07602128872652683
Jefferson,22051020502,293,6403,35.8,0.24533614924322422,0.10154875043998592,0.010383667722632876,0.09591693065821894,21.3,30.6,LA,1.036181251e-6,3.177382689e-6,-0.14685777513942114,-0.4189406839394048
Jefferson,22051020506,242,4268,30.9,0.13348749211688038,0.058860626445238595,0.04477611940298507,0.09165440403615724,21.3,30.6,LA,1.094936218e-6,5.933336461e-6,-0.12403118880584811,0.14330431057373424
Jefferson,22051020507,228,4270,38,0.10838807478524508,0.023496715512885295,0.02829711975745326,0.10055583628094998,21.3,30.6,LA,1.179676339e-6,5.451019572e-6,-0.09110924557807087,0.044906340562574365
Jefferson,22051020511,263,4126,35.2,0.1620603015075377,0.04095477386934673,0.04321608040201005,0.05201005025125628,21.3,30.6,LA,1.055962657e-6,4.87069711e-6,-0.1391726040821646,-0.07348584829705856
Jefferson,22051020512,142,2781,53.6,0.14769090077732053,0.03337905807041609,0.04069501600365798,0.04206675811614083,21.3,30.6,LA,1.171643025e-6,4.250828355e-6,-0.09423022657642117,-0.19994591750965687
Jefferson,22051020513,223,5054,33.3,0.2339796860572484,0.07590027700831024,0.025115420129270545,0.0520775623268698,21.3,30.6,LA,9.65335985e-7,4.791706866e-6,-0.17438150059184024,-0.08960073010515993
Jefferson,22051020514,261,3794,48.3,0.05906707148771736,0.015456803753795198,0.020977090808722055,0.02456527739442451,21.3,30.6,LA,1.029042343e-6,3.372498713e-6,-0.14963127511925153,-0.37913486101237726
Jefferson,22051020600,171,4920,31.7,0.3806360708534622,0.09802737520128825,0.030193236714975844,0.11332528180354268,21.3,30.6,LA,1.358020155e-6,6.001889153e-6,-0.02182181813414322,0.1572898165459299
Lafayette,22055000100,135,3472,36.4,0.37589376915219613,0.07218249914879128,0.02349336057201226,0.027238678924072182,22.6,27.8,LA,1.82403878e-7,4.883411e-6,-0.47855437730814826,-0.07089207437896299
